Date,Open,High,Low,Close,Volume
2000-08-23,1395.71,1406.67,1387.29,1396.1,263792741
2000-08-24,1399.38,1404.42,1387.54,1392.46,206923109
2000-08-25,1386.43,1386.92,1378.08,1379.95,191967152
2000-08-28,1368.34,1368.48,1362.08,1365.23,273564671
2000-08-29,1353.52,1360.23,1333.79,1351.91,288228427
2000-08-30,1353.99,1356.94,1350.83,1351.24,108974854
2000-08-31,1358.04,1357.76,1349.49,1357.71,146581924
2000-09-01,1362.76,1367.45,1340.73,1363.1,122187279
2000-09-04,1385.98,1386.69,1363.63,1378.03,129316982
2000-09-05,1387.54,1398.53,1366.19,1378.91,264192165
2000-09-06,1404.27,1413.1,1401.62,1405.07,173000039
2000-09-07,1402.39,1403.68,1398.48,1401.06,68378594
2000-09-08,1451.07,1458.81,1435.3,1450.6,298907943
2000-09-11,1453.34,1471.86,1456.93,1462.77,165035420
2000-09-12,1445.8,1466.37,1444.57,1447.75,121319654
2000-09-13,1438.17,1444.5,1428.76,1429.03,57692432
2000-09-14,1434.11,1453.92,1426.61,1438.43,142611314
2000-09-15,1447.2,1451.64,1421.2,1435.07,223693587
2000-09-18,1455.52,1452.1,1429.77,1448.72,284657944
2000-09-19,1460.42,1458.46,1447.56,1458.08,65186747
2000-09-20,1460.71,1467.61,1456.61,1457.44,107530789
2000-09-21,1437.36,1451.11,1440.94,1442.66,195692990
2000-09-22,1414.56,1419.56,1410.61,1416.06,157390758
2000-09-25,1416.91,1413.35,1391.65,1408.79,63184637
2000-09-26,1421.24,1425.15,1423.59,1424.75,112961343
2000-09-27,1435.34,1439.04,1427.63,1429.28,225897060
2000-09-28,1399.93,1422.22,1407.48,1407.69,232124626
2000-09-29,1404.67,1412.06,1391.31,1411.44,120516244
2000-10-02,1429.77,1442.24,1414.79,1418.98,227775903
2000-10-03,1403.87,1422.19,1403.6,1403.93,202885094
2000-10-04,1404.29,1413.59,1390.85,1407.33,77506152
2000-10-05,1416.71,1409.4,1407.37,1409.03,213638539
2000-10-06,1396.47,1402.19,1376.91,1389.55,248645368
2000-10-09,1401.63,1400.95,1386.31,1396.49,137649902
2000-10-10,1403.85,1410.55,1404.75,1407.06,293636302
2000-10-11,1425.43,1439.94,1410.12,1427.07,297786871
2000-10-12,1448.64,1460.22,1439.0,1446.83,198639316
2000-10-13,1426.57,1426.28,1420.89,1422.61,246134479
2000-10-16,1403.71,1421.92,1403.69,1406.57,54411542
2000-10-17,1417.37,1422.43,1405.2,1416.4,149560179
2000-10-18,1427.81,1432.0,1421.56,1426.28,212001625
2000-10-19,1443.64,1447.54,1434.96,1436.25,211646606
2000-10-20,1512.96,1527.78,1507.84,1508.4,75653348
2000-10-23,1510.85,1534.9,1504.45,1520.02,260019083
2000-10-24,1541.33,1562.05,1523.63,1542.65,267177475
2000-10-25,1556.25,1573.7,1551.35,1562.05,247575714
2000-10-26,1579.25,1604.49,1574.27,1575.67,264731102
2000-10-27,1575.97,1580.0,1561.7,1570.17,258284604
2000-10-30,1586.66,1595.74,1566.78,1586.02,199598844
2000-10-31,1569.71,1576.6,1562.36,1571.4,291092319
2000-11-01,1567.89,1573.24,1563.81,1567.46,89024288
2000-11-02,1559.95,1577.63,1550.34,1558.65,118858380
2000-11-03,1557.0,1570.96,1552.58,1561.0,182608164
2000-11-06,1600.12,1615.1,1596.02,1607.96,140390955
2000-11-07,1558.43,1571.47,1568.89,1571.32,293225857
2000-11-08,1593.75,1586.9,1567.21,1585.72,71681061
2000-11-09,1557.65,1570.38,1551.98,1554.56,165134244
2000-11-10,1548.33,1560.35,1544.48,1546.08,157899322
2000-11-13,1576.12,1580.33,1565.15,1568.19,254077681
2000-11-14,1562.32,1575.22,1541.14,1570.21,173534455
2000-11-15,1539.01,1562.79,1549.51,1549.77,76576964
2000-11-16,1538.96,1540.59,1532.89,1536.6,155163025
2000-11-17,1552.37,1552.32,1544.19,1550.55,262910639
2000-11-20,1526.43,1558.3,1522.88,1537.08,202040272
2000-11-21,1544.22,1545.34,1531.14,1542.01,144704961
2000-11-22,1541.16,1543.97,1534.19,1543.63,254912560
2000-11-23,1526.79,1555.67,1507.57,1531.74,244602345
2000-11-24,1572.32,1583.08,1557.01,1574.42,241547961
2000-11-27,1572.3,1607.32,1570.73,1587.8,201683661
2000-11-28,1544.88,1555.95,1537.96,1548.54,173568626
2000-11-29,1548.55,1561.76,1544.69,1552.92,121620811
2000-11-30,1544.2,1542.21,1533.59,1540.76,98733920
2000-12-01,1557.16,1561.09,1552.38,1558.14,237460358
2000-12-04,1547.34,1554.99,1534.68,1543.4,192206566
2000-12-05,1526.18,1546.64,1530.07,1541.9,266409196
2000-12-06,1547.27,1555.04,1551.26,1552.48,182093764
2000-12-07,1573.75,1590.42,1569.24,1570.25,136004099
2000-12-08,1545.51,1573.18,1541.68,1547.42,75420191
2000-12-11,1546.86,1556.52,1534.65,1541.65,286180356
2000-12-12,1522.12,1544.67,1518.76,1533.18,60162487
2000-12-13,1525.79,1538.04,1505.71,1521.34,89352571
2000-12-14,1552.32,1570.99,1556.05,1556.3,118532211
2000-12-15,1560.4,1574.17,1551.63,1565.0,284606379
2000-12-18,1547.18,1556.54,1540.45,1541.07,224900807
2000-12-19,1566.99,1569.73,1556.92,1559.74,162627340
2000-12-20,1609.4,1629.18,1602.17,1602.77,181194243
2000-12-21,1637.77,1631.79,1614.13,1624.53,79189811
2000-12-22,1602.56,1596.48,1575.51,1594.48,146714954
2000-12-25,1580.5,1589.89,1558.97,1585.54,216121230
2000-12-26,1612.73,1627.85,1610.13,1611.82,82092023
2000-12-27,1595.97,1608.24,1592.76,1598.27,249663725
2000-12-28,1621.05,1616.39,1599.3,1608.0,197271761
2000-12-29,1631.72,1628.56,1607.36,1624.54,118974163
2001-01-01,1605.23,1633.49,1595.4,1606.45,246231936
2001-01-02,1611.65,1607.78,1587.8,1606.01,129757450
2001-01-03,1534.88,1565.75,1522.44,1542.48,288862556
2001-01-04,1524.95,1524.07,1499.65,1523.43,87739708
2001-01-05,1513.61,1529.83,1518.19,1519.31,217240540
2001-01-08,1486.22,1502.03,1491.54,1496.32,288473047
2001-01-09,1532.94,1548.65,1492.55,1528.14,101956051
2001-01-10,1507.03,1519.12,1484.22,1501.57,146209373
2001-01-11,1496.71,1508.22,1484.72,1493.98,271631422
2001-01-12,1496.06,1505.24,1472.97,1497.16,187635237
2001-01-15,1517.59,1546.26,1514.3,1525.32,192392516
2001-01-16,1491.72,1531.19,1494.8,1498.68,159370156
2001-01-17,1515.63,1522.31,1521.27,1521.53,262633161
2001-01-18,1521.03,1533.14,1501.96,1522.45,181676357
2001-01-19,1510.94,1521.4,1478.6,1504.46,280905155
2001-01-22,1520.39,1516.63,1506.86,1513.97,249079171
2001-01-23,1508.48,1520.04,1494.19,1518.49,176992582
2001-01-24,1503.59,1509.01,1482.46,1507.77,269736879
2001-01-25,1505.46,1513.41,1493.85,1509.81,61032416
2001-01-26,1488.0,1510.83,1502.65,1503.22,144397576
2001-01-29,1509.5,1510.76,1503.88,1506.09,107165145
2001-01-30,1517.93,1542.95,1497.66,1519.43,294545522
2001-01-31,1550.13,1552.68,1541.49,1550.83,91815539
2001-02-01,1535.78,1556.49,1523.95,1527.56,172710190
2001-02-02,1570.47,1574.36,1567.3,1569.92,180187752
2001-02-05,1529.86,1544.51,1527.62,1532.51,69762644
2001-02-06,1533.81,1532.31,1517.61,1530.31,77965755
2001-02-07,1548.96,1558.64,1532.74,1542.43,69737395
2001-02-08,1550.47,1560.39,1533.66,1548.63,80239099
2001-02-09,1541.5,1550.31,1534.25,1537.26,220354517
2001-02-12,1533.07,1539.29,1526.45,1533.97,204826656
2001-02-13,1524.7,1546.59,1514.23,1525.2,74375737
2001-02-14,1515.32,1519.06,1478.84,1514.63,154211296
2001-02-15,1527.05,1541.96,1525.25,1531.66,131327919
2001-02-16,1535.8,1547.76,1528.63,1539.3,221722884
2001-02-19,1535.06,1531.97,1522.38,1526.65,172301396
2001-02-20,1557.19,1555.18,1504.18,1544.78,134933544
2001-02-21,1561.4,1557.45,1542.89,1551.51,57523584
2001-02-22,1559.93,1568.79,1533.91,1568.23,231685810
2001-02-23,1572.49,1598.46,1574.28,1581.47,298758927
2001-02-26,1558.33,1590.02,1557.9,1565.79,241158114
2001-02-27,1556.35,1555.8,1551.19,1555.52,63362531
2001-02-28,1553.33,1578.83,1548.6,1570.98,206319979
2001-03-01,1580.13,1586.31,1560.68,1583.86,260321055
2001-03-02,1593.11,1600.8,1576.91,1584.2,215118940
2001-03-05,1593.54,1588.24,1584.08,1587.3,270153190
2001-03-06,1610.54,1616.21,1595.37,1613.82,150934446
2001-03-07,1599.82,1610.2,1592.03,1602.6,114400278
2001-03-08,1618.12,1615.74,1594.39,1614.46,232138126
2001-03-09,1617.14,1616.15,1610.6,1611.12,155277081
2001-03-12,1604.04,1614.11,1598.89,1607.47,145436324
2001-03-13,1629.12,1639.16,1625.95,1630.65,232523389
2001-03-14,1644.75,1656.54,1642.98,1648.48,185261912
2001-03-15,1657.39,1673.3,1665.18,1666.26,198195766
2001-03-16,1693.21,1713.04,1692.28,1694.7,63249099
2001-03-19,1693.95,1739.66,1693.6,1695.95,274726930
2001-03-20,1702.77,1716.82,1697.77,1711.4,63148154
2001-03-21,1709.95,1706.01,1695.49,1705.54,261879711
2001-03-22,1716.65,1736.37,1699.86,1713.33,87942742
2001-03-23,1716.1,1715.58,1697.51,1711.34,271042372
2001-03-26,1708.98,1720.77,1710.76,1714.25,260687286
2001-03-27,1714.26,1736.13,1717.79,1727.97,290473304
2001-03-28,1714.27,1747.37,1709.04,1711.07,79183992
2001-03-29,1752.94,1776.82,1748.57,1757.61,178582242
2001-03-30,1730.12,1746.55,1732.67,1736.3,86136247
2001-04-02,1702.15,1720.15,1706.23,1710.76,137985948
2001-04-03,1734.82,1747.02,1724.49,1736.73,119423333
2001-04-04,1766.05,1767.28,1750.3,1754.97,291914195
2001-04-05,1766.09,1779.02,1765.21,1769.67,258530926
2001-04-06,1776.8,1790.09,1781.28,1784.58,270457123
2001-04-09,1789.81,1814.74,1766.38,1785.16,148486387
2001-04-10,1767.15,1782.43,1757.89,1765.93,257085638
2001-04-11,1753.47,1779.43,1762.77,1768.46,172865365
2001-04-12,1758.92,1766.27,1753.28,1754.27,135824337
2001-04-13,1791.93,1782.53,1770.73,1776.8,148718772
2001-04-16,1755.9,1778.22,1765.07,1774.36,209561300
2001-04-17,1748.15,1757.64,1755.29,1756.84,76686374
2001-04-18,1730.63,1758.25,1735.06,1750.57,144327371
2001-04-19,1760.01,1779.41,1747.34,1760.54,167975818
2001-04-20,1755.84,1759.3,1730.31,1748.91,183992183
2001-04-23,1732.45,1733.32,1713.82,1731.72,222165451
2001-04-24,1747.54,1764.25,1721.59,1737.87,279791705
2001-04-25,1749.86,1745.66,1735.76,1744.07,155500445
2001-04-26,1745.6,1748.84,1714.29,1733.79,162571470
2001-04-27,1732.36,1724.89,1720.24,1724.35,195013703
2001-04-30,1727.44,1736.92,1721.67,1730.23,278077674
2001-05-01,1700.21,1703.11,1694.09,1699.76,107137076
2001-05-02,1664.87,1672.93,1665.52,1670.68,74918097
2001-05-03,1654.88,1664.41,1653.88,1656.41,172186953
2001-05-04,1653.16,1670.92,1651.33,1652.75,165378567
2001-05-07,1659.46,1664.8,1657.05,1660.03,185196901
2001-05-08,1701.06,1708.04,1689.12,1691.98,196956002
2001-05-09,1708.91,1724.38,1680.57,1711.17,72145043
2001-05-10,1702.17,1714.21,1697.48,1708.54,267463563
2001-05-11,1703.0,1718.85,1675.03,1708.95,184381552
2001-05-14,1692.72,1692.55,1681.59,1688.3,95266242
2001-05-15,1679.23,1693.56,1687.56,1688.71,103718483
2001-05-16,1682.03,1693.21,1665.44,1683.38,288968497
2001-05-17,1700.02,1703.64,1680.09,1691.04,188198909
2001-05-18,1676.27,1674.89,1648.83,1674.31,202957579
2001-05-21,1685.6,1695.37,1679.06,1686.1,144541109
2001-05-22,1719.55,1748.21,1693.39,1719.8,193507927
2001-05-23,1711.18,1747.42,1701.17,1718.26,155471867
2001-05-24,1721.88,1731.72,1713.24,1727.8,123961141
2001-05-25,1742.36,1771.97,1738.96,1743.72,269623497
2001-05-28,1737.64,1737.95,1734.87,1735.75,59002728
2001-05-29,1748.1,1741.96,1728.63,1741.49,87954189
2001-05-30,1743.24,1743.74,1736.31,1742.6,245114419
2001-05-31,1755.02,1759.42,1739.76,1745.57,201765453
2001-06-01,1740.58,1739.82,1727.64,1729.48,217068821
2001-06-04,1736.34,1734.96,1726.42,1730.84,222689027
2001-06-05,1751.1,1748.84,1729.81,1742.56,248573806
2001-06-06,1768.52,1777.04,1762.95,1775.56,136030195
2001-06-07,1789.74,1823.54,1783.22,1798.0,118450618
2001-06-08,1852.16,1870.2,1821.29,1848.33,192864033
2001-06-11,1821.59,1833.46,1807.72,1831.42,159590335
2001-06-12,1850.38,1853.5,1847.45,1852.54,79560057
2001-06-13,1863.43,1869.79,1846.22,1857.7,144085759
2001-06-14,1921.38,1923.48,1899.27,1910.58,183550353
2001-06-15,1890.2,1918.52,1869.64,1892.12,245781089
2001-06-18,1868.23,1875.45,1856.35,1873.1,73584849
2001-06-19,1862.28,1864.08,1852.43,1859.9,111435111
2001-06-20,1803.87,1833.24,1795.9,1811.65,67371166
2001-06-21,1799.3,1818.85,1775.82,1800.55,60636009
2001-06-22,1784.2,1800.74,1776.81,1784.26,259921107
2001-06-25,1788.29,1822.37,1775.46,1788.49,102343779
2001-06-26,1797.7,1802.5,1779.46,1797.07,247204009
2001-06-27,1834.78,1859.94,1835.28,1840.93,139837257
2001-06-28,1858.57,1870.06,1851.38,1863.99,175419770
2001-06-29,1845.84,1851.58,1843.44,1851.37,226291325
2001-07-02,1819.54,1839.67,1818.77,1831.41,191748610
2001-07-03,1846.19,1852.39,1835.01,1843.67,109999828
2001-07-04,1820.61,1836.69,1795.34,1814.12,82863203
2001-07-05,1863.27,1873.91,1845.83,1857.35,293771062
2001-07-06,1884.07,1912.3,1884.17,1886.05,75764105
2001-07-09,1869.75,1892.44,1864.09,1875.83,271658694
2001-07-10,1842.12,1870.07,1832.04,1836.65,293253269
2001-07-11,1873.92,1872.19,1868.45,1869.14,61122070
2001-07-12,1868.96,1913.91,1855.64,1867.33,197916875
2001-07-13,1910.83,1897.77,1883.01,1897.59,233780838
2001-07-16,1860.54,1877.42,1856.47,1860.73,194019212
2001-07-17,1845.72,1848.46,1835.13,1847.62,176800551
2001-07-18,1845.66,1849.37,1836.63,1848.62,189701114
2001-07-19,1839.04,1852.97,1836.69,1850.59,153511948
2001-07-20,1845.88,1850.76,1839.86,1841.01,62245856
2001-07-23,1855.61,1871.83,1842.38,1856.39,160398814
2001-07-24,1836.2,1857.2,1810.38,1832.46,104796527
2001-07-25,1843.53,1833.64,1819.42,1830.05,163434674
2001-07-26,1830.83,1844.36,1802.15,1833.7,161250367
2001-07-27,1829.23,1855.78,1831.66,1846.5,196727387
2001-07-30,1867.6,1883.2,1847.86,1864.02,175992530
2001-07-31,1839.89,1842.45,1828.05,1838.67,111564884
2001-08-01,1799.04,1808.34,1791.76,1804.33,87124959
2001-08-02,1837.4,1848.18,1823.55,1834.48,136128217
2001-08-03,1848.85,1857.76,1842.28,1843.06,123102205
2001-08-06,1819.71,1836.69,1818.15,1826.63,163523212
2001-08-07,1861.32,1870.18,1853.58,1863.56,156463388
2001-08-08,1878.2,1879.92,1853.07,1867.17,198216006
2001-08-09,1890.55,1905.78,1881.01,1896.02,296248447
2001-08-10,1899.05,1909.16,1884.62,1898.54,52694574
2001-08-13,1928.94,1959.22,1947.67,1949.41,253854489
2001-08-14,1982.13,1995.82,1990.59,1993.95,263024453
2001-08-15,1989.9,1988.89,1973.53,1988.65,193862495
2001-08-16,2023.99,2044.99,2009.76,2014.1,294959203
2001-08-17,2020.44,2055.42,1994.74,2031.51,207865077
2001-08-20,2068.44,2073.39,2059.48,2067.83,146315030
2001-08-21,2040.74,2055.87,2036.73,2043.81,273452915
2001-08-22,2070.4,2079.97,2053.3,2062.54,296763594
2001-08-23,2081.04,2107.4,2081.87,2091.22,180601911
2001-08-24,2049.89,2058.14,2035.42,2046.37,263940948
2001-08-27,2011.77,2046.41,2005.45,2017.05,55205778
2001-08-28,1968.58,1968.13,1938.0,1966.82,179482593
2001-08-29,1961.63,1971.27,1955.68,1961.09,210873456
2001-08-30,1977.85,1989.1,1970.02,1979.84,253180398
2001-08-31,2022.49,2058.24,2009.13,2018.64,149412723
2001-09-03,2021.84,2053.56,2013.17,2021.48,63305963
2001-09-04,2063.28,2064.57,2041.7,2064.37,289593250
2001-09-05,2026.86,2036.03,2009.15,2029.75,115190576
2001-09-06,1988.22,2009.22,1976.98,1987.61,199485022
2001-09-07,1988.93,1989.5,1978.23,1987.16,172191964
2001-09-10,1989.85,2008.25,1997.5,1997.75,205827141
2001-09-11,1995.09,2011.85,1993.55,1997.88,277924067
2001-09-12,1939.22,1948.66,1924.21,1947.44,56828212
2001-09-13,1945.87,1949.03,1939.96,1946.18,284939038
2001-09-14,1910.83,1928.15,1913.84,1915.37,240220383
2001-09-17,1938.47,1959.07,1922.81,1932.52,135549287
2001-09-18,1947.61,1946.06,1931.72,1942.39,240052602
2001-09-19,1913.35,1934.34,1906.31,1920.44,234473427
2001-09-20,1908.94,1912.4,1907.76,1908.95,250033858
2001-09-21,1889.36,1906.2,1881.07,1884.54,168810348
