Date,Price,Gold_Return
2020-08-10,113914.2,0.00042295314740026235
2020-08-11,114862.18,0.00832187734277201
2020-08-12,115638.98,0.006762887488292568
2020-08-13,115003.13,-0.005498578420529032
2020-08-14,115830.01,0.0071900651747478506
2020-08-17,116272.81,0.003822843492804706
2020-08-18,117180.64,0.007807758322861513
2020-08-19,117906.63,0.006195477341649713
2020-08-20,118606.33,0.005934356702417709
2020-08-21,118131.43,-0.00400400214727159
2020-08-24,117406.22,-0.00613900974533188
2020-08-25,118220.0,0.006931319311702655
2020-08-26,118517.37,0.0025153950262222224
2020-08-27,119859.13,0.011321209709597824
2020-08-28,120964.11,0.009218988991493537
2020-08-31,122740.36,0.01468410754231142
2020-09-01,122499.5,-0.0019623537033783833
2020-09-02,122286.23,-0.0017409866979049005
2020-09-03,122441.85,0.001272588091071336
2020-09-04,121620.81,-0.00670555043067389
2020-09-07,122482.12,0.007081929482298355
2020-09-08,124954.5,0.02018564015711033
2020-09-09,125917.73,0.007708645947124726
2020-09-10,127492.97,0.01251007304531293
2020-09-11,126926.24,-0.004445186271839097
2020-09-14,128035.97,0.008743109383843706
2020-09-15,128476.22,0.0034384868564669713
2020-09-16,126888.68,-0.012356683594831885
2020-09-17,126824.79,-0.0005035122124369407
2020-09-18,126074.49,-0.005916035816026066
2020-09-21,127844.4,0.014038605272168825
2020-09-22,125340.06,-0.019588969090550634
2020-09-23,124751.38,-0.004696662822723963
2020-09-24,125010.97,0.002080858744809122
2020-09-25,124086.18,-0.007397670780412424
2020-09-28,125612.46,0.012300161065478932
2020-09-29,126974.16,0.010840485092004304
2020-09-30,127556.76,0.004588335138425048
2020-10-01,127071.48,-0.003804424007006757
2020-10-02,126066.84,-0.007906101353348571
2020-10-05,126545.04,0.003793225879224149
2020-10-06,127187.81,0.005079377271523189
2020-10-07,127645.83,0.0036011312719355093
2020-10-08,127585.47,-0.0004728709116467167
2020-10-09,128157.27,0.0044817015605302934
2020-10-12,127769.65,-0.0030245650519865608
2020-10-13,128302.71,0.004172039291021168
2020-10-14,128775.19,0.0036825410780489953
2020-10-15,128656.4,-0.0009224602968942452
2020-10-16,127672.67,-0.007646180057890639
2020-10-19,127097.18,-0.004507542608766624
2020-10-20,127682.75,0.004607261939250096
2020-10-21,128333.64,0.005097712886039885
2020-10-22,129478.89,0.008924004649131678
2020-10-23,129414.52,-0.0004971466777324851
2020-10-26,128617.48,-0.00615881432778953
2020-10-27,127293.88,-0.010290980666080474
2020-10-28,127493.01,0.0015643328650205568
2020-10-29,130227.0,0.021444234472148826
2020-10-30,129432.77,-0.006098812074300963
2020-11-02,129814.53,0.0029494848947448915
2020-11-03,128997.7,-0.0062922848466963055
2020-11-04,130478.49,0.011479196915914036
2020-11-05,130450.8,-0.00021221888757294582
2020-11-06,132801.61,0.01802066372916067
2020-11-09,133184.29,0.0028815915710662665
2020-11-10,132971.33,-0.0015989873880772887
2020-11-11,132848.03,-0.0009272675545922704
2020-11-12,130613.55,-0.016819820361656856
2020-11-13,130584.6,-0.00022164622276932278
2020-11-16,131621.59,0.007941135478455985
2020-11-17,131154.46,-0.003549037813629252
2020-11-18,131383.22,0.0017442029802112735
2020-11-19,130528.2,-0.006507832583186879
2020-11-20,130510.46,-0.00013590932840557013
2020-11-23,129863.43,-0.004957686916435722
2020-11-24,131084.64,0.009403802132748496
2020-11-25,130061.01,-0.007808924066160738
2020-11-26,129935.52,-0.0009648548784911837
2020-11-27,133750.45,0.029360178032919793
2020-11-30,134214.96,0.003472960277890458
2020-12-01,134233.25,0.00013627392952320072
2020-12-02,133531.19,-0.005230149757977198
2020-12-03,133286.39,-0.001833279550642719
2020-12-04,133159.64,-0.0009509598091748117
2020-12-07,134882.75,0.01294018217531967
2020-12-08,136502.15,0.012005982974101492
2020-12-09,138514.49,0.014742185379497563
2020-12-10,136884.84,-0.011765195107024451
2020-12-11,136706.2,-0.001305038600329933
2020-12-14,134718.57,-0.014539428350725858
2020-12-15,138353.83,0.02698410471548196
2020-12-16,138973.54,0.00447916765296652
2020-12-17,137915.83,-0.007610873264076168
2020-12-18,137316.79,-0.004343518796935619
2020-12-21,138750.62,0.010441767536220281
2020-12-22,134083.84,-0.033634300156640706
2020-12-23,132776.58,-0.00974957161131429
2020-12-24,131858.7,-0.006912966127008091
2020-12-25,129609.56,-0.017057198349445413
2020-12-28,130568.8,0.00740099727211474
2020-12-29,129566.41,-0.007677102033563865
2020-12-30,129215.09,-0.002711505242755541
2020-12-31,130250.76,0.008015085544575307
2021-01-01,130591.31,0.0026145720762014157
2021-01-04,131957.7,0.010463100492674515
2021-01-05,134446.42,0.018859983161270577
2021-01-06,134839.22,0.0029216099617972446
2021-01-07,134976.13,0.0010153574012072841
2021-01-08,136680.51,0.012627269725395074
2021-01-11,133725.86,-0.021617200579658546
2021-01-12,132955.47,-0.0057609650070673535
2021-01-13,133142.81,0.001409043193183468
2021-01-14,131058.04,-0.01565814932101861
2021-01-15,131682.48,0.0047646065819388905
2021-01-18,133144.04,0.011099122677519446
2021-01-19,132651.81,-0.0036969735934105907
2021-01-20,131199.05,-0.010951678684218535
2021-01-21,131017.12,-0.001386671626052105
2021-01-22,130998.79,-0.00013990538030450583
2021-01-25,129550.13,-0.011058575426536321
2021-01-26,127256.41,-0.017705269767000598
2021-01-27,125985.48,-0.009987158996548784
2021-01-28,123687.03,-0.01824376904386127
2021-01-29,123065.44,-0.005025506716427763
2021-02-01,123636.11,0.004637126393892466
2021-02-02,124872.0,0.009996189624535967
2021-02-03,126771.77,0.015213738868601556
2021-02-04,126111.81,-0.005205890869868002
2021-02-05,124723.93,-0.01100515487011089
2021-02-08,124757.3,0.00026755090222074784
2021-02-09,122385.87,-0.019008346605769777
2021-02-10,121493.29,-0.007293162192661629
2021-02-11,122292.22,0.006575918719461837
2021-02-12,120901.21,-0.011374476642913134
2021-02-15,119790.25,-0.009188989919952095
2021-02-16,119142.57,-0.005406783941096949
2021-02-17,118685.67,-0.003834901328719109
2021-02-18,121512.46,0.023817449907811206
2021-02-19,120924.09,-0.004842054880627167
2021-02-22,121179.16,0.002109339834602153
2021-02-23,121322.45,0.0011824640474482617
2021-02-24,120968.99,-0.002913393193098135
2021-02-25,120578.83,-0.0032252893902809943
2021-02-26,121440.97,0.0071500113245417385
2021-03-01,122077.49,0.005241394234581698
2021-03-02,121837.88,-0.001962769712909429
2021-03-03,123384.25,0.012692029769395097
2021-03-04,123785.79,0.0032543861959690723
2021-03-05,123276.53,-0.004114042492276315
2021-03-08,124065.77,0.00640219188518687
2021-03-09,125081.01,0.00818307902332771
2021-03-10,124101.7,-0.007829405918612253
2021-03-11,124218.4,0.0009403577872020286
2021-03-12,124153.02,-0.0005263310427440215
2021-03-15,127062.99,0.023438576041082237
2021-03-16,127966.4,0.00710993814957428
2021-03-17,127572.73,-0.003076354418034666
2021-03-18,128092.54,0.004074616887167037
2021-03-19,130480.66,0.018643708681239435
2021-03-22,129156.46,-0.010148630456038421
2021-03-23,130200.34,0.008082290270265968
2021-03-24,131442.03,0.009536764650537766
2021-03-25,131055.51,-0.0029406119184252066
2021-03-26,132380.95,0.010113577063642909
2021-03-29,132059.55,-0.0024278417702850996
2021-03-30,132572.9,0.003887261466512637
2021-03-31,133597.62,0.007729483174917284
2021-04-01,133195.56,-0.003009484749803115
2021-04-02,133129.87,-0.0004931846076551283
2021-04-05,134264.43,0.008522204671273181
2021-04-06,133864.41,-0.002979344566539255
2021-04-07,132000.49,-0.013923939903070726
2021-04-08,130577.83,-0.010777687264645675
2021-04-09,132352.03,0.013587298854637053
2021-04-12,132479.17,0.0009606199466680732
2021-04-13,133520.56,0.007860782944216771
2021-04-14,133124.59,-0.0029656106894698775
2021-04-15,130682.67,-0.018343117526221087
2021-04-16,130038.1,-0.004932329588919426
2021-04-19,128707.54,-0.01023207813709992
2021-04-20,128793.01,0.0006640636593628901
2021-04-21,129991.11,0.009302523483223135
2021-04-22,129932.01,-0.00045464647543980163
2021-04-23,128215.72,-0.013209139149005678
2021-04-26,127734.95,-0.0037496962150975754
2021-04-27,128000.1,0.0020757827047335198
2021-04-28,128101.03,0.0007885150089725901
2021-04-29,127572.67,-0.0041245570000491005
2021-04-30,127363.03,-0.0016432986783141423
2021-05-03,128558.0,0.009382392991121424
2021-05-04,128971.34,0.0032152024767031495
2021-05-05,127678.78,-0.010022071570319424
2021-05-06,126279.07,-0.010962745727990164
2021-05-07,126909.12,0.004989346215489077
2021-05-10,127895.04,0.0077687088209263955
2021-05-11,129367.22,0.011510845143017256
2021-05-12,129812.72,0.0034436853478030383
2021-05-13,130379.9,0.0043692174387841565
2021-05-14,130779.28,0.003063202226723627
2021-05-17,130496.57,-0.002161733877109495
2021-05-18,129171.63,-0.010153063793170936
2021-05-19,130179.27,0.0078007841195470995
2021-05-20,129702.62,-0.0036614892678381583
2021-05-21,131082.33,0.010637487507962451
2021-05-24,130721.34,-0.002753918091019547
2021-05-25,129560.46,-0.008880569920718284
2021-05-26,130065.49,0.0038980256785132728
2021-05-27,129979.0,-0.0006649726995223704
2021-05-28,128780.09,-0.00922387462590113
2021-05-31,126804.81,-0.015338395865385657
2021-06-01,127354.27,0.004333116385726976
2021-06-02,126783.33,-0.004483084862407893
2021-06-03,127242.2,0.0036193244017175275
2021-06-04,127606.78,0.0028652443921906023
2021-06-07,128349.17,0.005817794320960079
2021-06-08,128243.93,-0.0008199507639979897
2021-06-09,128605.87,0.0028222778263267134
2021-06-10,127818.48,-0.006122504361581571
2021-06-11,129511.5,0.013245502528272945
2021-06-14,129087.79,-0.003271601363585508
2021-06-15,130550.24,0.011329111761848365
2021-06-16,130829.94,0.002142470209170133
2021-06-17,131795.06,0.0073769047054519366
2021-06-18,133748.69,0.014823241478094884
2021-06-21,133003.83,-0.005569101274935928
2021-06-22,134236.49,0.009267853414446803
2021-06-23,133774.85,-0.003439005295802877
2021-06-24,134358.69,0.004364348007117824
2021-06-25,134187.25,-0.001275987433339787
2021-06-28,134606.33,0.0031230985060055616
2021-06-29,133280.73,-0.00984797668876325
2021-06-30,134118.3,0.006284254295425784
2021-07-01,133207.02,-0.006794598499980986
2021-07-02,133814.36,0.004559369318523965
2021-07-05,134002.83,0.0014084437574561903
2021-07-06,133837.48,-0.0012339291640331984
2021-07-07,135022.51,0.00885424620965658
2021-07-08,136602.07,0.011698493828917744
2021-07-09,138603.85,0.01465409711580512
2021-07-12,135409.12,-0.023049359740007325
2021-07-13,136925.1,0.011195553150334492
2021-07-14,137228.39,0.0022150065984980483
2021-07-15,137278.73,0.0003668337142190836
2021-07-16,139788.73,0.018283968681819918
2021-07-19,141902.0,0.015117599251384561
2021-07-20,144141.66,0.015783146114924484
2021-07-21,143727.62,-0.0028724520031198075
2021-07-22,145078.62,0.00939972428403113
2021-07-23,142736.53,-0.016143591660852552
2021-07-26,141742.96,-0.0069608669903913345
2021-07-27,141383.47,-0.00253621061673881
2021-07-28,141254.12,-0.0009148877163646096
2021-07-29,140170.11,-0.007674183237982746
2021-07-30,142352.26,0.015567869640681797
2021-08-02,142455.25,0.0007234869330490223
2021-08-03,141230.41,-0.008598068516253332
2021-08-04,139882.19,-0.009546244325142172
2021-08-05,140256.99,0.0026793975701981942
2021-08-06,140008.3,-0.0017731023601746942
2021-08-09,140795.55,0.005622880929202045
2021-08-10,140257.06,-0.003824623718576281
2021-08-11,141124.9,0.0061874960162433545
2021-08-12,142739.79,0.01144298419343448
2021-08-13,141904.34,-0.005852958029432531
2021-08-16,143011.94,0.007805258105566093
2021-08-17,143518.22,0.0035401239924441885
2021-08-18,144162.82,0.004491415793757891
2021-08-19,142738.63,-0.009879038159769649
2021-08-20,144280.78,0.010804012901062476
2021-08-23,145981.45,0.011787224881928182
2021-08-24,144080.9,-0.013019119895027909
2021-08-25,145144.03,0.00737870182654321
2021-08-26,150755.43,0.038660908064906296
2021-08-27,150867.73,0.0007449151251137653
2021-08-30,152645.25,0.011781976172107855
2021-08-31,152983.98,0.002219066757727539
2021-09-01,151005.2,-0.012934556938576147
2021-09-02,152622.4,0.01070956496862352
2021-09-03,153906.95,0.008416523393682818
2021-09-06,153871.73,-0.0002288395683236466
2021-09-07,153643.42,-0.0014837683309337768
2021-09-08,151226.83,-0.015728561626654924
2021-09-09,153507.79,0.015083037844541458
2021-09-10,156563.52,0.019906025616028833
2021-09-13,156121.58,-0.0028227520689366736
2021-09-14,156784.78,0.004247971356682534
2021-09-15,154023.13,-0.01761427352833611
2021-09-16,153560.62,-0.0030028606742377173
2021-09-17,154363.78,0.005230247181862158
2021-09-20,153589.45,-0.005016267417136233
2021-09-21,152843.1,-0.004859383245398696
2021-09-22,152031.24,-0.005311721628258104
2021-09-23,152244.26,0.0014011593932932165
2021-09-24,155242.66,0.01969466697792077
2021-09-27,156697.97,0.00937442066504146
2021-09-28,156173.42,-0.0033475226258514734
2021-09-29,157026.0,0.005459187613359395
2021-09-30,159616.21,0.016495421140447997
2021-10-01,159305.4,-0.0019472333041863354
2021-10-04,159004.75,-0.0018872555481483921
2021-10-05,160434.35,0.008990926371696517
2021-10-06,160534.37,0.0006234325753804448
2021-10-07,161452.09,0.005716657436036998
2021-10-08,161622.34,0.001054492388423034
2021-10-11,161434.26,-0.0011637005131839295
2021-10-12,165898.34,0.027652618471444512
2021-10-13,164729.67,-0.007044494839429927
2021-10-14,164278.14,-0.0027410362686940415
2021-10-15,165250.38,0.005918255466004219
2021-10-18,166594.8,0.008135654514077162
2021-10-19,166573.01,-0.0001307963994072736
2021-10-20,166231.57,-0.0020497918600378418
2021-10-21,166362.87,0.0007898619979345156
2021-10-22,165979.67,-0.002303398588879735
2021-10-25,166864.88,0.005333243523137465
2021-10-26,165106.32,-0.010538826384557387
2021-10-27,164721.49,-0.0023308011468005096
2021-10-28,165471.33,0.00455216863324881
2021-10-29,166479.53,0.006092898389104651
2021-11-01,166500.36,0.0001251204877861234
2021-11-02,167728.34,0.007375239308792025
2021-11-03,164340.45,-0.020198673640960063
2021-11-04,164381.45,0.0002494820964649147
2021-11-05,163346.06,-0.006298703412094375
2021-11-08,164304.24,0.005865951097932864
2021-11-09,165114.85,0.004933591488570421
2021-11-10,167743.88,0.015922432173726353
2021-11-11,166560.35,-0.007055577824955472
2021-11-12,164008.28,-0.01532219402757018
2021-11-15,166113.69,0.012837217730714556
2021-11-16,166229.96,0.00069994231059467
2021-11-17,165777.18,-0.002723817054398614
2021-11-18,166992.41,0.007330502304358166
2021-11-19,164288.12,-0.016194089300226366
2021-11-22,163475.87,-0.004944058036576271
2021-11-23,163612.34,0.000834802102597676
2021-11-24,163596.68,-9.571405188635307e-05
2021-11-25,163863.35,0.0016300453040978269
2021-11-26,165026.83,0.007100306444363547
2021-11-29,165182.09,0.0009408167144699942
2021-11-30,164155.49,-0.006214959503176187
2021-12-01,163228.67,-0.0056459884466854016
2021-12-02,163896.29,0.004090090300925553
2021-12-03,165922.88,0.01236507549987853
2021-12-06,165720.81,-0.001217854945622987
2021-12-07,168480.9,0.016655059796050864
2021-12-08,167946.26,-0.0031732973886059446
2021-12-09,167408.45,-0.003202274346567724
2021-12-10,167516.7,0.000646622079112591
2021-12-13,171024.95,0.020942688102141505
2021-12-14,170128.2,-0.005243387002890509
2021-12-15,168899.64,-0.007221377761006065
2021-12-16,170558.68,0.009822637869447037
2021-12-17,171539.1,0.005748285575380985
2021-12-20,170102.51,-0.008374708739873227
2021-12-21,170857.26,0.004437030353050098
2021-12-22,172371.41,0.008862075863794061
2021-12-23,172507.5,0.0007895160804218815
2021-12-24,173434.41,0.005373157688796093
2021-12-27,173887.59,0.002612976283080215
2021-12-28,173656.81,-0.001327179242636034
2021-12-29,172703.72,-0.005488353724797723
2021-12-30,173290.37,0.003396857925237473
2021-12-31,173550.57,0.001501526022478883
2022-01-03,172587.35,-0.00555008260704648
2022-01-04,173487.37,0.005214866558875819
2022-01-05,172809.35,-0.003908180751140522
2022-01-06,173282.5,0.0027379884248162067
2022-01-07,176249.79,0.017124002712334052
2022-01-10,174823.01,-0.008095215319121829
2022-01-11,174576.95,-0.0014074806285511166
2022-01-12,175134.48,0.0031936060287454104
2022-01-13,174629.0,-0.0028862391917343633
2022-01-14,175781.95,0.006602282553298755
2022-01-17,174716.38,-0.006061885193559435
2022-01-18,172229.95,-0.014231235789111452
2022-01-19,170638.64,-0.009239449933069133
2022-01-20,169942.8,-0.0040778571606057135
2022-01-21,172112.17,0.01276529514636704
2022-01-24,172927.85,0.004739234883855081
2022-01-25,170365.55,-0.01481716218642637
2022-01-26,168601.11,-0.010356788681749385
2022-01-27,168791.33,0.001128225075149203
2022-01-28,170112.13,0.007825046464175811
2022-01-31,168719.48,-0.008186658999566943
2022-02-01,169286.77,0.0033623266264213303
2022-02-02,168454.97,-0.004913555855546092
2022-02-03,168540.66,0.000508681934406674
2022-02-04,168446.01,-0.0005615855544887083
2022-02-07,170987.27,0.015086495667068434
2022-02-08,169950.58,-0.006062965974016676
2022-02-09,169293.5,-0.003866300426865199
2022-02-10,171290.95,0.011798740057946677
2022-02-11,170869.35,-0.0024613092518899204
2022-02-14,172282.26,0.008268949346386556
2022-02-15,170585.14,-0.009850811104985424
2022-02-16,169006.61,-0.0092536196294708
2022-02-17,169681.17,0.003991323179608264
2022-02-18,169786.25,0.0006192790867718401
2022-02-21,167864.16,-0.011320645812013641
2022-02-22,167908.38,0.00026342728549089145
2022-02-23,170061.81,0.01282502993596868
2022-02-24,171240.26,0.0069295393245549786
2022-02-25,172666.98,0.008331685551049794
2022-02-28,171592.46,-0.006223077510245534
2022-03-01,172190.8,0.0034869830527517465
2022-03-02,173329.49,0.006612954931390025
2022-03-03,172291.22,-0.005990152050871389
2022-03-04,173080.69,0.004582183584282529
2022-03-07,171342.05,-0.01004525692611935
2022-03-08,171816.63,0.0027697812650193665
2022-03-09,171253.91,-0.003275119527137771
2022-03-10,174330.88,0.01796729779775541
2022-03-11,173735.53,-0.003415057619166495
2022-03-14,173812.44,0.00044268434902172693
2022-03-15,172517.18,-0.007452055790713286
2022-03-16,174684.02,0.012560140387177565
2022-03-17,172653.99,-0.011621154585290672
2022-03-18,171930.79,-0.004188724511955844
2022-03-21,169282.01,-0.015406082877883587
2022-03-22,167425.52,-0.010966847569922056
2022-03-23,168516.9,0.006518600031823141
2022-03-24,169295.72,0.004621613618574827
2022-03-25,170633.79,0.007903743815850683
2022-03-28,171929.71,0.007594744276617105
2022-03-29,172577.18,0.0037658994480942454
2022-03-30,172855.83,0.001614639896190262
2022-03-31,169143.78,-0.02147483252372795
2022-04-01,169203.04,0.0003503528181763027
2022-04-04,168135.55,-0.006308929201272129
2022-04-05,169017.53,0.005245648525847191
2022-04-06,170039.45,0.006046236742425659
2022-04-07,169503.15,-0.0031539739748629447
2022-04-08,168372.44,-0.006670731487880888
2022-04-11,170022.03,0.009797268484082133
2022-04-12,169978.01,-0.00025890762508828935
2022-04-13,168935.31,-0.006134322904474576
2022-04-14,170427.27,0.008831546229145282
2022-04-15,171203.98,0.004557427928054025
2022-04-18,173291.71,0.012194401088105433
2022-04-19,172611.28,-0.003926500581014514
2022-04-20,173308.0,0.004036352664785303
2022-04-21,174126.45,0.00472251713712013
2022-04-22,175240.35,0.006397075228949944
2022-04-25,172275.28,-0.01692001870573767
2022-04-26,170553.62,-0.00999365666391605
2022-04-27,172109.44,0.009122175184554937
2022-04-28,174398.43,0.013299619126063034
2022-04-29,174407.8,5.3727547891346816e-05
2022-05-02,174465.36,0.00033003111099394467
2022-05-03,176676.92,0.012676212630404304
2022-05-04,176688.9,6.780738536749098e-05
2022-05-05,177476.78,0.004459136935031083
2022-05-06,175915.25,-0.008798503105589384
2022-05-09,174530.87,-0.00786958492796963
2022-05-10,173385.91,-0.006560214820449772
2022-05-11,174489.1,0.006362627736013815
2022-05-12,175253.51,0.004380846711915076
2022-05-13,178339.98,0.01761145896592886
2022-05-16,178169.59,-0.0009554223343527513
2022-05-17,177110.35,-0.005945122284897186
2022-05-18,177769.48,0.0037215781008845816
2022-05-19,179589.02,0.010235390236839281
2022-05-20,176288.6,-0.018377626872734143
2022-05-23,178646.28,0.013373978805209186
2022-05-24,177596.09,-0.0058785998790459315
2022-05-25,176944.1,-0.003671195689049167
2022-05-26,176751.64,-0.0010876881455781362
2022-05-27,176139.25,-0.0034646920390668523
2022-05-30,175288.99,-0.0048272034767946614
2022-05-31,173851.73,-0.0081993740736368
2022-06-01,175721.72,0.010756234637411932
2022-06-02,176035.5,0.001785664287829558
2022-06-03,176538.44,0.0028570373589418274
2022-06-06,176697.77,0.0009025229859287442
2022-06-07,174996.71,-0.009626946621906995
2022-06-08,177048.39,0.011724106127481093
2022-06-09,177255.71,0.0011709793011953629
2022-06-10,177171.56,-0.0004747378800942226
2022-06-13,175809.79,-0.007686165883508567
2022-06-14,176571.01,0.0043297930109580385
2022-06-15,177395.59,0.004669962526691052
2022-06-16,174806.43,-0.014595402287058024
2022-06-17,176711.56,0.01089851214283133
2022-06-20,178038.23,0.0075075450638317776
